First Name,Last Name,Specific Disease SVS (dRWPS),Total Relevant Publications,Most Recent Publication Date,Matching MeSH Topics,Broad Area SVS (tRWPS)
Yujing,Sun,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Stephanie,C Pero,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jürgen,C Becker,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Julia,Hyun,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Alexander,Kreuter,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sera,S Weyer-Fahlbusch,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Stefanie,Boms,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Nessr,Abu Rached,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jonas,Rüth,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jay,Detsky,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hans,Chung,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
William,Chu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Patrick,Cheung,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Anjana,E Sharma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Anas,Alsharawneh,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ying,Huang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Shaohui,Huang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sha,Xu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yiming,Lei,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yu,Li,48.15,1,2026-02-01 00:00:00.000000000,Humans,96.3
Shuzhen,Peng,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Shunxin,Wang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Xiangmei,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sumin,Shao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Daniela,Arduini,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Denis,Occhipinti,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Zhiguang,Lin,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Mengxue,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jingjing,Ma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yan,Ma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Lili,Zhu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Melanie,Davidson,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Joelle,Helou,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Thomas,Kennedy,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Wee,Loon Ong,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
John,M Hudson,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Danny,Vesprini,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chia-Lin,Tseng,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Gerard,Morton,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Stanley,Liu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Giampaolo,Tortora,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Bernardo,Rocco,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Luca,Tagliaferri,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chiara,Sighinolfi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Fabiana,Caliciotti,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Rexhina,Ajdhoni,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chiara,Ligato,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Valeria,Sardaro,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Rachele,Belletto,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Maria,Antonia Fucile,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Romina,Rose Pedone,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Paola,Troisi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Gloria,Messina,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Luigi,Roca,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Alessio,Neri,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Davide,Di Leo,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Haruhito,Azuma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kazutoshi,Fujita,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kiyoshi,Takahara,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kensuke,Bekku,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Masaya,Murakami,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Fumihiko,Urabe,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Wataru,Fukuokaya,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Keita,Tamura,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hirofumi,Morinaka,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Takuhisa,Nukaya,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Shingo,Toyoda,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ryoichi,Maenosono,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Takuya,Tsujino,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Satoshi,Katayama,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Tatsushi,Kawada,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Keiichiro,Mori,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jiao,Pang,48.15,1,2026-12-01 00:00:00.000000000,Humans,48.15
K,S Clifford Chao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Wei-Ling,Kao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yuan-Yao,Tsai,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yu-Sen,Lin,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chia-Hsin,Wu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chien-Yueh,Lee,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yi-Wen,Jiang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Wei-Ze,Hong,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hsin-Yu,Chang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jhen-Yu,Chen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Takahiro,Kimura,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kazumasa,Komura,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Teruo,Inamoto,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Motoo,Araki,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Vivian,E Kwok,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Andersen,Yang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ezgi,Mutlu Akar,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Berhan,Akdağ,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Özge,Gizli Çoban,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Asli,Sürer Adanir,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Hilal,Yazici Kopuz,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Arif,Önder,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Rebecca,T Veenhuis,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Rana,Rais,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Jennifer,M Coughlin,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Hayley,Romero,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Raha,M Dastgheyb,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Jesse,Alt,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Atiksh,Chandra,48.15,1,2026-04-01 00:00:00.000000000,Humans,48.15
Chenguang,Jia,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Maoquan,Qin,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Elif,Güler,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Funda,Tayfun Küpesiz,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Urmimala,Sarkar,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jorge,A Rodriguez,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sarah,B Rahman,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kelsey,H Natsuhara,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Nilpa,D Shah,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Carmen,Ma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Courtney,R Lyles,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Marika,Dy,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Lisa,C Diamond,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Emilia,H De Marchis,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Robert,L Ellis,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Amy,R Sheon,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Dayue,Darrel Duan,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yan,Qi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Meng,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Huai,Yu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yun,Ti,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Issei,Komuro,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Naoko,Takayama,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kanako,Hyodo,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Masanobu,Taya,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yuto,Konishi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Atsuko,Nakayama,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Masao,Takahashi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Eisuke,Amiya,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jie,Zheng,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Jun,Yang,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Guanghua,Zhu,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Julia,Cagan,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jonas,Faxén,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Cheng,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yun,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Bo,Yu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Peili,Bu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chen,Yao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yuquan,He,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jincheng,Guo,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yaojun,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Lin,Wang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Shaoliang,Chen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yujie,Zhou,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ranzun,Zhao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Zheng,Ji,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Qiang,Xie,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Tiny,Jaarsma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Petra,E J van Pol,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hans-Peter,Brunner-La Rocca,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Josiane,J J Boyne,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Philippe,L Salomé,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Robert,T A Willemsen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Danny,Claessens,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Esther,A Boudewijns,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jean,W M Muris,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Onno,C P van Schayck,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Loraine,H L Peters,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Per,Eldhagen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Pernilla,Darlington,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Anna,Smed-Sörensen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Anders,Eklund,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hasti,Torabzadeh,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Robert,M A Van Der Boon,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Nick,Wlazlo,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Robin,P Peeters,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Martijn,W F van den Hoogen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Caroline,M Den Hoed,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Britt,De Haan,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Diederik,A M P J Gommers,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Prewesh,P Chandoesing,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Rudolf,A de Boer,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jessie,Aitken,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Arien,P Mol,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Lida,Feyz,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Argisjt,Mkrtchjan,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Niels,T B Scholte,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Tobias,N Bonten,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Niels,H Chavannes,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
David,Hui,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Eduardo,Bruera,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Grecia,Aldana Singleton,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yvonne,Heung,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Clark,R Andersen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Virginia,Gomez-Usabiaga,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Gorka,Arenaza,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jon,Equiza,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ana,de Arce,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Felix,Gonzalez,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Noemí,Diez,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Patricia,de la Riva,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Cristina,Del Bosque,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sergio,Vasquez-Ferreccio,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Diego,Ayuso,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sara,Biain,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hariharan,Raju,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Raghav,Bhatia,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Alkım,Ateşli Yazıcı,48.15,1,2025-09-01 00:00:00.000000000,Humans,48.15
Tahsin,Murat Tellioğlu,48.15,1,2025-09-01 00:00:00.000000000,Humans,48.15
Mustafa,Can Kaplan,48.15,1,2025-09-01 00:00:00.000000000,Humans,48.15
Zinar,Apaydın,48.15,1,2025-09-01 00:00:00.000000000,Humans,48.15
Uğur,Şener,48.15,1,2025-09-01 00:00:00.000000000,Humans,48.15
Jasmine,Hulme Kenny,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Zhaoshun,Jiang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Zongjing,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ying,Qian,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Meiye,Li,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yilei,Zhang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sreenivasa,Rao Kondapally Seshasai,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Keerthi,Prakash,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Lynne,Millar,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Chris,Miles,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sarandeep,Marwaha,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Aneil,Malhotra,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Sabiha,Gati,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Saad,Fyyaz,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Andrew,D'Silva,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Harshil,Dhutia,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Nikhil,Chatrath,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Navin,Chandra,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Elijah,R Behr,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Joyee,Basu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Emmanouil,Androulakis,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Greg,Mellor,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Tsutomu,Toida,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Andrea,Tedeschi,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Miryam,Rosa Stella Foti,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Alessandro,Arata,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Francesca,Gualandi,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Zefferino,Palamà,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Paolo,Compagnucci,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Antonio,Scarà,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Luigi,Sciarra,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Simone,Ungaro,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Sanjay,Sharma,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Gherardo,Finocchiaro,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Abbas,Zaidi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Maite,Tome,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Mark,Specterman,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Nabeel,Sheikh,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Maddalena,Graziosi,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Ferdinando,Pasquale,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Raffaello,Ditaranto,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Paola,Novara,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Benedetta,Annamaria Matrone,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Luigi,Gerra,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Federico,Breviario,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Yi,Huang,48.15,1,2026-02-01 00:00:00.000000000,Humans,96.3
Sujin,Ann-Yi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kristiina,Tyynelä-Korhonen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Taru,Kuittinen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Takafumi,Wakita,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Tomone,Watanabe,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yoko,Yamamoto,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ryoko,Rikitake,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Mariko,Niino,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Christian,L Polte,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hasan,Ali Barman,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Murat,Kazım Ersanlı,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Giuseppe,Biondi Zoccai,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Sabrina,Cenciarelli,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Roberto,Franco Enrico Pedretti,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Laura,Adelaide Dalla Vecchia,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Luigi,Spadafora,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Fabrizio,Oliva,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Maurizio,Casasco,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Lorena,De Martino,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Michele,Messina,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Fredrick,Fernando,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Lucia,Natali,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Irene,Ruotolo,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Maria,Alessandra Schiavo,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Rille,Pullerits,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ingrid,E Lundberg,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Entela,Bollano,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Julia,von Brömsen,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Egidija,Sakiniene,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Marco,Ferrari,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Vittorio,Rampinelli,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Davide,Mattavelli,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Carlo,Cappelli,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Ilenia,Pirola,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Antonella,Giampietro,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Renato,Candrina,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Martin,Knoblauch,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Gabriela,Stettler-Nemecek,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Iris,Kramer,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Hannele,Hediger,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Barbara,Grädel Messerli,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Markus,Weber,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Heidi,Petry,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Raffaella,Willmann,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Christina,Schuler,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Young-Eun,Lee,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Masae,Kuboniwa,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Kyunghun,Kang,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Hyeonjeong,Go,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Patrick,Lao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Adam,M Brickman,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jeanne,A Teresi,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Joseph,Eimicke,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Stephanie,Silver,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jian,X Kong,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Lina,Cheung,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Diana,Guzman,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Froogh,Aziz,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Tao,Wu,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Liheng,Bian,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Mengyao,Li,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Bin,Gao,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Guangshuo,Li,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yang,Du,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Kai,Shi,48.15,1,2026-01-01 00:00:00.000000000,Humans,48.15
Zhuopeng,Zhang,48.15,1,2026-01-01 00:00:00.000000000,Humans,48.15
Yanping,Wen,48.15,1,2026-01-01 00:00:00.000000000,Humans,48.15
Yong,Tan,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Xinying,Ren,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Junhao,Huang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Jiangdong,Sui,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Haiping,Huang,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Yuanyuan,Li,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Inbal,Avrahami,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Amir,Kandel,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Edi,Vaisbuch,48.15,1,2026-02-01 00:00:00.000000000,Humans,48.15
Xiaojing,Sun,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Tongying,Hao,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Yan,Chen,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Yanmin,Wu,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
Xiaoyi,Wang,48.15,1,2026-03-01 00:00:00.000000000,Humans,48.15
